Precursor actual m/z,Precursor actual charge
719.0259,6
916.4396,4
733.3519,5
414.661,5
722.8631,2
464.6838,5
526.0833,5
472.5685,7
476.7545,2
610.7947,6
680.3732,3
472.8546,7
472.7116,7
992.3572,6
525.8825,5
991.8577,6
610.6274,6
477.256,2
413.2638,2
445.7558,4
850.4495,7
465.0848,5
637.3326,4
733.3402,5
685.567,4
469.0097,4
685.3168,4
681.0417,3
992.5228,6
526.2838,5
468.7587,4
472.9981,7
550.2562,4
550.0054,4
550.5069,4
685.8179,4
686.0677,4
480.9064,3
469.2605,4
610.9615,6
992.6916,6
511.5881,3
550.7578,4
858.9617,5
859.1613,5
481.2405,3
858.761,5
991.5233,6
393.1744,4
446.8914,3
389.2352,2
477.7575,2
859.3593,5
850.3068,7
850.5915,7
435.4714,4
681.3746,3
610.4593,6
850.7345,7
580.2939,3
223.642,2
607.3298,4
733.0044,3
733.6729,3
734.0071,3
734.3401,3
615.8976,5
616.0972,5
580.6276,3
435.7221,4
592.6686,3
444.7531,4
615.6968,5
616.2974,5
616.4979,5
734.6754,3
1099.5034,2
859.562,5
551.0099,4
428.0431,5
593.0027,3
523.8973,3
1099.0037,2
1100.0068,2
769.6205,4
769.8701,4
616.6989,5
747.9946,3
769.3696,4
770.1221,4
445.004,4
561.2477,4
403.2316,2
616.8993,5
439.2451,5
770.3715,4
634.1542,5
439.4454,5
634.3544,5
617.0987,5
593.3372,3
1100.5082,2
513.5829,6
513.4159,6
513.2484,6
447.2304,3
429.5794,3
439.6468,5
513.749,6
560.9963,4
858.5583,5
679.3436,3
679.6779,3
770.621,4
930.6142,4
429.9138,3
670.3409,2
747.6583,3
534.3008,4
403.7327,2
930.8635,4
350.2225,3
534.0507,4
744.692,5
930.364,4
481.5746,3
551.2568,4
754.921,2
551.7861,4
402.73,2
847.6803,7
890.5797,6
650.8312,4
551.5349,4
534.5515,4
643.866,2
537.0466,4
890.7476,6
848.11,7
748.328,3
650.5808,4
651.0821,4
847.9669,7
651.3328,4
847.8244,7
744.4899,5
735.0098,3
848.3942,7
593.6714,3
347.8978,3
348.2322,3
700.1716,6
840.0025,5
911.9097,2
1057.4811,3
700.0034,6
724.3519,5
912.4124,2
840.2023,5
803.4053,5
700.3379,6
839.8019,5
412.5526,3
648.337,2
700.5041,6
847.5358,7
651.584,4
427.6422,5
427.4414,5
478.6057,3
478.9398,3
803.2043,5
906.3586,4
312.1874,3
803.606,5
906.6084,4
906.1071,4
848.2526,7
725.2898,5
487.9182,3
577.5219,5
412.8871,3
488.2524,3
946.4433,2
840.4045,5
479.2739,3
577.321,5
724.5519,5
839.6017,5
946.9457,2
699.8356,6
481.2686,6
669.6719,6
947.4461,2
725.0883,5
803.0031,5
675.0037,3
803.8049,5
467.7778,2
674.6703,3
570.3079,2
669.5052,6
481.1018,6
481.4359,6
618.3262,2
669.8399,6
570.8098,2
413.2214,3
521.3438,2
312.5217,3
462.9998,4
360.2016,3
665.3643,4
539.7991,2
947.9487,2
724.7529,5
463.7614,4
600.2899,7
675.3382,3
665.6145,4
532.4926,5
462.7484,4
428.2519,4
532.2916,5
428.5022,4
736.8483,4
665.1136,4
670.0066,6
360.5358,3
838.608,5
699.1749,6
838.407,5
699.0085,6
838.8085,5
677.8431,2
532.6938,5
737.0986,4
992.1892,6
839.0085,5
463.2496,4
698.841,6
402.2354,2
763.9486,5
699.3423,6
763.7487,5
764.1494,5
763.5482,5
733.3389,3
678.3442,2
463.4999,4
838.2069,5
402.7369,2
764.3475,5
370.4006,5
618.8284,2
665.8655,4
550.2565,4
550.0058,4
550.5068,4
468.8654,3
487.7831,4
491.5309,4
764.5491,5
517.2954,3
699.509,6
550.7573,4
491.782,4
469.1993,3
407.2169,2
616.9973,3
464.2632,4
541.5992,7
636.792,6
490.7671,4
617.3307,3
389.2349,2
517.6297,3
469.5331,3
633.2908,3
490.5171,4
403.2378,2
480.9067,3
370.6006,5
839.2095,5
954.184,4
733.0049,3
469.866,3
382.8739,3
611.2792,3
610.9447,3
611.6128,3
383.2083,3
541.4553,7
407.7186,2
733.673,3
734.0073,3
615.8975,5
616.0983,5
734.3418,3
615.6969,5
573.8079,2
383.5425,3
616.2979,5
341.9676,4
480.5952,3
455.2867,3
574.3094,2
341.7169,4
455.6214,3
574.8108,2
1099.5059,2
1099.0039,2
458.4602,4
342.2184,4
458.7109,4
455.9554,3
383.8763,3
541.7422,7
589.9176,3
491.0183,4
702.7949,2
373.7051,2
427.26,3
1100.0076,2
631.6974,6
611.9463,3
541.3122,7
480.9281,3
590.5851,3
342.4692,4
633.6254,3
703.296,2
384.2111,3
954.6841,4
458.9606,4
551.0081,4
456.2896,3
541.8849,7
491.2715,4
437.7505,2
590.9189,3
532.9474,3
399.9626,4
575.3123,2
523.7795,2
533.2815,3
487.9426,3
856.4129,3
536.7971,4
547.2585,2
533.6158,3
438.2501,2
734.6733,3
400.2134,4
491.7702,4
448.257,4
524.2803,2
492.0211,4
491.2547,4
856.077,3
954.4355,4
365.5296,3
766.3521,2
342.7199,4
406.2285,3
437.2386,2
631.5311,6
273.7754,5
654.022,3
392.8153,5
406.5628,3
653.6879,3
682.4274,2
373.8702,3
604.285,2
374.205,3
604.7864,2
441.2252,3
440.8907,3
560.3018,2
482.7775,2
491.5179,4
856.7465,3
568.2745,4
483.279,2
857.0817,3
488.2776,3
560.804,2
1025.9644,2
757.8364,5
464.7646,2
388.2353,4
591.2519,3
403.4989,4
403.2483,4
1025.4607,2
403.7493,4
1026.464,2
605.2881,2
568.0239,4
374.5386,3
568.5248,4
429.6984,2
388.4855,4
621.8628,2
622.3644,2
492.2737,4
693.3687,4
654.3554,3
757.3651,3
410.5292,3
441.5591,3
757.0306,3
403.9994,4
655.3593,3
631.864,6
1026.9653,2
655.6929,3
1119.5034,4
664.2905,4
547.7587,2
911.9105,2
1120.0018,4
1119.7521,4
787.3895,2
327.7314,2
506.6003,3
693.6211,4
506.9355,3
578.24,2
900.4916,3
684.31,3
622.8653,2
537.3287,3
537.6633,3
392.6147,5
323.0005,5
393.0157,5
537.9976,3
654.6898,3
757.6352,5
683.9764,3
1120.2552,4
631.3628,6
1120.5045,4
632.0327,6
323.2008,5
684.645,3
414.7406,2
266.6678,2
463.7609,2
758.2373,5
563.6223,3
1119.2524,4
409.1997,3
566.7401,5
886.9016,4
542.0291,7
370.5663,3
563.9576,3
458.5943,3
380.1877,2
561.3057,2
884.8748,2
884.3728,2
365.2357,2
757.4354,5
758.0367,5
328.2333,2
885.3751,2
393.2163,5
430.2008,2
523.7392,2
524.241,2
721.6943,3
409.533,3
722.0259,3
1120.7563,4
886.6495,4
733.3391,3
404.2502,4
600.2773,2
722.3627,3
486.2569,4
506.8001,4
405.641,5
887.1494,4
507.0498,4
600.7787,2
506.5493,4
544.7959,4
405.4407,5
405.8412,5
503.268,2
507.3012,4
545.0465,4
500.7116,2
503.769,2
746.0217,3
591.585,3
545.2978,4
406.0417,5
533.6432,3
743.5946,4
745.6859,3
507.551,4
601.2795,2
484.9449,3
722.6974,3
490.7675,4
490.5172,4
541.5991,7
555.7374,7
533.9774,3
432.8887,3
433.2228,3
369.5736,3
369.9076,3
501.2133,2
541.4563,7
406.2427,5
675.3968,3
675.0636,3
886.3994,4
675.7308,3
494.9978,4
1121.0052,4
917.9579,2
455.2866,3
341.7167,4
455.6212,3
341.9674,4
424.754,2
555.4512,7
564.2803,5
328.7346,2
522.6951,2
365.7367,2
491.018,4
590.2516,3
342.2183,4
455.9551,3
709.9438,5
383.7058,2
346.1659,2
338.2018,6
590.5848,3
541.3123,7
631.6979,6
531.2741,3
338.0349,6
384.2071,2
709.7469,5
887.3967,4
832.4005,3
531.6099,3
491.2689,4
590.9184,3
562.2652,2
541.886,7
832.7346,3
480.2755,2
562.7666,2
549.7832,2
669.8365,2
833.0695,3
547.2574,2
746.3574,3
710.3427,5
559.7673,4
576.8431,4
555.5953,7
425.256,2
638.3525,2
559.5162,4
480.7766,2
550.2843,2
577.3431,4
638.8543,2
519.7133,5
384.7083,2
248.1685,2
670.337,2
563.2671,2
833.4024,3
738.3723,4
373.8704,3
654.0214,3
653.6873,3
374.2044,3
481.2774,2
631.5309,6
738.1213,4
786.8693,2
511.7852,2
560.0173,4
491.5197,4
710.1475,5
490.2669,4
893.8463,5
737.8717,4
544.7698,4
600.056,4
639.354,2
719.3285,2
894.0469,5
591.252,3
466.7649,2
718.8276,2
858.8279,5
577.8452,2
507.8016,4
362.5555,3
357.2352,4
292.162,2
429.6993,2
654.3563,3
858.6271,5
738.6187,4
815.867,2
599.8051,4
635.6402,3
800.407,3
670.8386,2
799.7365,3
1119.5028,4
413.7562,2
640.3254,5
656.6441,3
656.9787,3
640.5271,5
816.3721,2
357.4859,4
738.8732,4
600.3055,4
327.7316,2
547.759,2
811.3242,2
811.825,2
640.1256,5
1120.0035,4
635.3054,3
414.2576,2
859.0292,5
640.726,5
591.9194,3
819.8363,2
445.9207,3
445.5865,3
442.5636,3
423.9087,3
442.8975,3
424.2433,3
800.1557,4
657.312,3
446.2547,3
800.6542,4
1039.3813,6
1039.0474,6
953.9351,2
953.434,2
812.3262,2
799.9042,4
919.2008,4
1082.047,6
886.9009,4
807.1041,5
1039.5494,6
1081.8828,6
1039.7157,6
735.563,5
443.2326,3
542.0255,7
820.338,2
1039.2137,6
328.2331,2
884.3721,2
884.873,2
430.2004,2
885.3739,2
663.3428,2
927.6155,7
667.8769,2
609.1352,5
1039.8823,6
390.225,2
886.6506,4
446.5894,3
516.7114,5
516.9109,5
414.7586,2
663.8434,2
521.5752,3
1040.0497,6
513.795,2
506.8,4
506.5491,4
405.4406,5
507.0499,4
405.6411,5
516.5108,5
405.8414,5
1081.7139,6
891.0421,7
735.7646,5
591.5847,3
507.3014,4
430.7607,6
430.9275,6
430.5935,6
431.0946,6
580.3052,2
517.1126,5
919.4537,4
609.3359,5
1082.2172,6
434.0706,5
927.3281,7
668.3776,2
573.803,4
580.8071,2
431.2613,6
395.5662,3
453.9196,3
1082.3829,6
541.5989,7
490.5166,4
453.5867,3
541.4561,7
517.3126,5
490.7674,4
433.8698,5
434.2708,5
927.4727,7
369.5103,7
941.6201,5
395.9007,3
638.0645,4
638.3138,4
885.8734,2
493.0172,4
369.3671,7
1008.7839,3
927.9027,7
637.8118,4
589.9177,3
328.7343,2
525.2864,2
799.4031,3
492.7669,4
456.572,3
681.8381,2
638.5648,4
563.6376,3
525.7872,2
590.2518,3
590.5847,3
741.8594,2
742.3618,2
583.788,4
454.2554,3
369.2239,7
682.3397,2
456.9066,3
742.8609,2
590.9182,3
563.304,3
361.8932,6
800.0718,3
764.4023,3
354.706,2
764.0657,3
491.2702,4
591.8781,3
526.768,2
547.2579,2
541.8857,7
493.2675,4
687.7512,5
541.7424,7
638.816,4
318.1922,2
700.3115,2
583.538,4
434.471,5
764.7352,3
381.8965,3
700.8138,2
639.0461,4
719.6835,3
716.7118,3
526.2885,2
318.6939,2
687.9509,5
355.2079,2
369.6532,7
850.418,3
447.7379,2
701.3141,2
926.7048,4
493.5194,4
398.5737,3
657.0213,3
361.7263,6
684.3552,2
382.2305,3
656.6867,3
926.956,4
379.5808,3
573.4613,6
541.3136,7
460.9072,3
461.2414,3
941.4194,5
591.2516,3
600.0546,4
512.2654,2
701.8158,2
927.2075,4
926.4551,4
563.9717,3
383.2172,3
379.9151,3
319.1955,2
717.0463,3
403.2224,2
741.5653,5
741.7658,5
741.967,5
645.9865,3
645.655,3
741.3651,5
742.1663,5
599.804,4
493.7689,4
657.3552,3
461.5752,3
799.7372,3
403.725,2
528.2625,2
398.908,3
537.7242,2
489.2518,2
413.7561,2
886.3718,2
507.929,3
646.3201,3
508.2632,3
448.7409,2
731.8807,2
380.2493,3
750.3584,5
383.5517,3
327.7313,2
547.7593,2
515.7419,2
516.2434,2
927.4562,4
516.7444,2
732.3829,2
600.3066,4
927.7061,4
694.3239,2
750.1587,5
536.3198,7
536.1767,7
598.7686,4
422.9797,4
598.5182,4
750.561,5
536.0331,7
422.7289,4
528.7634,2
599.0192,4
591.918,3
524.2546,2
345.2071,3
610.6931,6
513.3106,2
732.8831,2
345.5416,3
461.9085,3
524.7564,2
574.3234,2
526.7324,2
383.8859,3
630.1121,5
586.7753,4
610.5271,6
393.5527,3
937.9482,4
484.915,3
587.0259,4
884.8737,2
515.7725,2
884.3724,2
516.2737,2
517.8085,2
772.6696,3
516.7739,2
345.8758,3
476.2608,3
885.3737,2
610.86,6
574.8256,2
718.8449,4
505.5955,3
733.3841,2
505.2603,3
587.2759,4
766.3801,5
718.3441,4
475.9257,3
564.3064,3
521.7617,2
522.2638,2
629.9122,5
657.6901,3
522.7639,2
749.9604,5
646.6539,3
619.9392,3
821.402,2
517.3072,2
602.9603,3
619.6047,3
630.313,5
413.2309,2
518.3111,2
486.2812,3
489.2837,2
600.5558,4
480.7773,2
602.6263,3
452.4718,4
452.222,4
603.2946,3
970.1861,5
487.8729,3
488.2071,3
575.3255,2
517.2725,2
452.7235,4
782.8676,2
603.6291,3
430.7457,2
970.3889,5
969.9857,5
384.2202,3
357.5421,3
783.3694,2
493.0174,4
885.8748,2
456.2823,2
452.973,4
783.8696,2
553.7623,2
877.0748,3
432.9268,3
560.2756,3
480.274,2
589.9179,3
492.7667,4
433.2613,3
740.6901,3
519.2832,3
741.0281,3
488.5403,3
670.3182,5
836.3547,5
509.4774,5
563.6373,3
701.8549,4
670.1185,5
702.1059,4
509.2744,5
603.9627,3
388.7141,2
717.3811,3
590.9181,3
563.3031,3
427.9329,3
538.2857,2
433.5954,3
428.2672,3
453.2245,4
688.9932,3
509.6772,5
836.1497,5
493.2679,4
454.2252,2
454.7266,2
509.0756,5
538.7895,2
486.7688,4
636.3423,4
517.7733,2
1019.8229,6
636.0919,4
609.2407,3
326.5241,3
741.3572,3
321.2014,4
486.5184,4
440.873,5
326.8587,3
836.5501,5
770.5425,5
657.0209,3
493.5184,4
1037.3818,6
537.2641,2
557.9653,3
424.2414,2
663.3444,3
487.0197,4
636.594,4
1037.551,6
656.6868,3
582.3011,2
1036.8816,6
1037.2131,6
862.1195,7
1037.0476,6
619.8223,2
536.4629,7
558.2997,3
1005.7009,6
591.2515,3
563.9716,3
861.9759,7
1005.8676,6
861.8334,7
1006.0347,6
1006.2008,6
862.262,7
1020.3744,6
1020.5417,6
1020.8751,6
1006.3687,6
1020.2079,6
1005.5353,6
1020.707,6
1020.0421,6
862.5489,7
862.4051,7
861.6915,7
657.3551,3
521.6196,3
1006.5356,6
1005.3688,6
1021.0404,6
1019.8747,6
1006.7029,6
874.8931,7
669.8267,4
670.078,4
383.5516,3
521.954,3
874.6071,7
874.7506,7
458.7853,2
537.7519,2
874.4665,7
570.3218,2
358.8385,3
526.7631,2
547.7599,2
875.1802,7
459.2866,2
306.1922,3
1021.2053,6
669.5765,4
875.0349,7
862.6918,7
1021.3739,6
1006.867,6
661.3037,5
509.2943,2
412.7486,2
306.5266,3
478.5251,4
459.7878,2
379.2218,2
1206.8396,5
487.2698,4
1019.7078,6
478.2749,4
861.5478,7
1005.1998,6
1207.0381,5
874.3214,7
413.2499,2
1206.6375,5
1224.4452,5
875.3196,7
437.227,2
1224.2471,5
724.0959,4
509.793,2
379.7236,2
366.2144,2
522.2885,3
862.8356,7
1224.8479,5
1107.4885,2
306.8611,3
515.7726,2
516.2734,2
516.7737,2
884.3723,2
884.8739,2
771.1334,4
771.3828,4
1224.0476,5
428.7199,2
703.8288,2
510.2941,2
885.3729,2
352.1924,2
398.7051,2
579.7885,2
512.2878,4
771.6333,4
770.8802,4
336.5323,3
555.8034,6
591.5853,3
602.9594,3
352.694,2
554.2626,2
648.3549,3
502.2615,5
380.2253,2
875.4666,7
556.1382,6
735.5975,4
602.6252,3
617.3075,5
420.225,2
663.3069,4
496.66,5
617.1068,5
487.5206,4
512.0374,4
663.5577,4
312.1689,2
517.2742,2
413.7516,2
648.6898,3
500.8017,2
438.2617,3
429.2215,2
334.2035,3
452.2177,4
663.0548,4
864.3571,2
493.0171,4
863.85,2
438.5958,3
555.9702,6
353.1957,2
617.5066,5
1223.8473,5
501.303,2
875.608,7
446.5703,3
589.9174,3
492.7665,4
770.7754,5
553.7618,2
312.6707,2
770.973,5
326.0327,2
663.808,4
770.5759,5
735.8501,4
590.2517,3
771.1738,5
446.2356,3
482.5195,4
730.1088,4
729.8585,4
482.7705,4
420.7262,2
963.2161,4
563.3047,3
414.2714,2
770.3716,5
506.2759,4
506.5267,4
730.3584,4
962.9647,4
729.608,4
735.3466,4
486.7689,4
493.2678,4
547.2577,2
689.8271,4
963.4638,4
642.3103,6
608.9247,3
642.4779,6
941.9547,2
689.5769,4
486.5182,4
517.7756,2
771.3746,5
664.1995,7
664.4869,7
690.0784,4
774.8982,6
664.3437,7
775.0658,6
942.4564,2
487.0195,4
414.7736,2
569.816,2
609.2613,3
633.8509,2
963.7164,4
790.747,3
690.3276,4
864.8527,2
642.645,6
862.1204,7
674.8198,4
464.207,2
674.569,4
790.4131,3
634.3522,2
683.3114,3
664.6298,7
774.7313,6
674.3189,4
1020.3743,6
1020.5411,6
591.2518,3
861.9765,7
1005.8688,6
861.8341,7
1005.7025,6
862.2625,7
1006.0353,6
538.1022,5
1020.0402,6
1020.2078,6
1020.7072,6
1020.8732,6
500.4687,5
862.4053,7
1006.2021,6
683.6458,3
791.0802,3
634.8526,2
1019.8743,6
1021.0407,6
418.9234,3
570.8186,2
690.5791,4
585.7997,4
609.5938,3
802.3945,3
1060.5403,3
585.5493,4
570.3174,2
500.2678,5
484.291,6
484.4581,6
484.6251,6
580.9474,5
468.2555,2
560.4708,6
919.4351,3
581.1487,5
612.3282,3
415.2502,7
580.7471,5
415.3934,7
581.3489,5
415.1067,7
622.2928,4
531.6025,3
379.2219,2
531.2681,3
622.5438,4
484.7923,6
415.5368,7
581.55,5
802.0616,3
437.7188,4
468.7575,2
612.6629,3
437.4682,4
791.4136,3
623.0444,4
531.9367,3
609.927,3
540.6085,3
802.7295,3
484.9593,6
540.9426,3
623.2949,4
379.7235,2
441.5174,4
1060.8729,3
829.7229,3
796.3992,2
909.9451,2
796.9005,2
532.2714,3
626.55,4
829.3873,3
516.274,2
516.7744,2
536.3013,2
909.4451,2
830.0555,3
469.9027,3
623.5451,4
1061.208,3
626.8012,4
626.2984,4
638.3165,4
797.4016,2
1060.2051,3
830.3914,3
610.2615,3
638.0665,4
726.1829,4
424.2416,2
910.4479,2
884.8732,2
591.5852,3
436.4925,4
708.1006,4
637.8148,4
510.6546,5
708.3518,4
512.5894,3
441.7671,4
470.2371,3
436.7435,4
512.9238,3
707.8508,4
415.6796,7
532.6046,3
803.0649,3
747.7328,3
627.0512,4
506.2617,3
312.1693,2
517.274,2
725.9342,4
581.7495,5
448.2185,4
725.6829,4
448.4691,4
506.5956,3
1159.9895,6
708.6022,4
493.0183,4
797.903,2
513.2587,3
914.2321,5
770.3405,5
498.5081,5
914.4333,5
770.5413,5
914.0325,5
1061.543,3
589.9178,3
770.7411,5
498.3072,5
498.1068,5
498.7083,5
702.3484,3
486.549,4
442.0187,4
702.6826,3
628.8334,2
590.2521,3
590.5853,3
463.278,2
558.2886,3
403.2347,2
557.9545,3
914.6326,5
426.2545,2
914.8339,5
463.7799,2
884.3745,2
559.2864,3
558.6214,3
498.9084,5
610.5934,3
703.0178,3
693.6189,3
426.7564,2
506.9302,3
608.9254,3
492.7668,4
403.7361,2
629.3354,2
547.2582,2
913.8311,5
479.7416,2
747.1052,4
638.5681,4
553.7617,2
693.953,3
284.5052,3
411.7175,2
473.459,6
537.304,2
568.1496,5
851.9277,2
852.4296,2
747.3568,4
342.9456,4
609.2593,3
915.0359,5
342.6954,4
395.2142,3
981.9636,2
473.6274,6
520.274,4
982.4641,2
473.2928,6
770.9415,5
852.9305,2
693.2863,3
456.926,3
456.5917,3
418.7666,6
567.9501,5
418.5995,6
395.5484,3
412.2192,2
418.9335,6
591.2526,3
504.5771,3
982.9671,2
604.3483,4
504.2425,3
604.0966,4
457.2607,3
567.7493,5
782.3537,3
473.7939,6
359.6986,2
586.8093,4
502.3187,5
502.1183,5
502.5194,5
437.8649,5
419.1008,6
547.0796,4
604.5979,4
438.0655,5
609.5928,3
1060.5397,3
439.238,2
782.0175,3
1008.5328,6
1008.196,6
983.467,2
877.4539,3
610.9268,3
531.7753,4
484.4586,6
484.1243,6
484.6257,6
362.2141,3
362.5485,3
546.8295,4
378.4333,4
542.8185,2
581.1492,5
580.748,5
415.25,7
437.6642,5
415.3938,7
543.3198,2
547.3305,4
581.3492,5
378.6841,4
504.9103,3
559.9471,3
353.7112,2
362.8827,3
495.2765,2
510.8548,5
559.613,3
1008.6995,6
510.4537,5
604.8486,4
343.1971,4
609.9266,3
1008.0318,6
543.8209,2
729.0965,4
439.7404,2
452.239,2
560.281,3
537.2656,2
729.3456,4
729.8467,4
1060.8738,3
641.3054,3
483.6786,5
483.4783,5
483.8793,5
667.9219,5
344.8667,3
621.0668,4
729.5959,4
495.7773,2
1061.2069,3
484.08,5
420.2113,4
419.9609,4
640.9696,3
756.8958,2
757.3996,2
363.2163,3
620.817,4
667.7206,5
610.2601,3
1060.2063,3
420.4622,4
668.1226,5
667.5208,5
481.2296,4
621.318,4
480.9786,4
424.2417,2
512.4839,5
637.8151,4
638.3163,4
710.3307,2
638.0662,4
512.2835,5
757.8989,2
601.5685,4
601.3186,4
793.9668,5
710.8316,2
601.8199,4
356.2102,3
641.6377,3
438.9267,3
507.7733,4
912.8831,2
512.0836,5
913.3862,2
351.3248,3
318.6902,2
560.616,3
439.2604,3
507.5222,4
423.2246,2
676.3625,3
711.334,2
718.8445,2
676.6943,3
544.3221,2
420.7127,4
1070.5914,7
640.1019,4
640.3534,4
508.024,4
803.047,3
410.2083,3
639.8513,4
614.8087,2
948.7124,4
463.2776,2
410.5423,3
615.3102,2
759.1724,5
590.5859,3
1026.3871,4
827.058,3
410.8768,3
802.7131,3
758.9729,5
759.3723,5
520.2296,2
615.812,2
520.7312,2
826.7236,3
1026.6379,4
1248.8567,6
948.9649,4
827.3911,3
610.5927,3
948.4641,4
803.3813,3
652.3105,2
411.2106,3
532.2578,4
434.224,2
759.574,5
1070.7354,7
532.0068,4
608.9251,3
1026.1357,4
709.3404,3
709.0062,3
709.6744,3
652.8121,2
482.5192,4
729.3588,5
533.9692,3
992.0234,6
434.7255,2
729.5596,5
532.5075,4
911.697,4
991.8559,6
729.7593,5
710.0089,3
616.3123,2
991.6895,6
609.2592,3
653.3127,2
911.4459,4
729.1585,5
478.5206,4
992.1896,6
992.3581,6
911.9472,4
478.7715,4
729.9605,5
699.5355,5
534.3041,3
699.3344,5
435.2255,2
874.1672,4
435.7219,2
873.9169,4
1248.6893,6
758.7712,5
699.1345,5
874.4177,4
911.1952,4
699.736,5
718.3536,4
479.0221,4
718.1039,4
1070.4501,7
873.6663,4
585.5919,4
699.9364,5
532.7579,4
581.0502,4
1249.0248,6
717.8524,4
1248.5265,6
874.6691,4
347.1957,3
694.7722,5
991.5212,6
609.5923,3
468.6743,5
602.2877,4
602.0368,4
602.5385,4
325.1923,3
1248.3572,6
468.4743,5
642.5752,4
485.9028,3
574.8842,5
718.6054,4
642.825,4
487.2853,2
776.366,3
1070.8782,7
776.7012,3
1070.3057,7
1249.3536,6
585.3414,4
362.2137,3
542.8179,2
758.8628,2
574.6841,5
555.3027,3
362.548,3
479.2731,4
427.908,3
571.8184,4
555.6374,3
832.6084,5
585.8422,4
574.4835,5
724.9474,5
759.865,2
571.5675,4
471.2443,5
577.5547,4
602.7895,4
1070.1631,7
609.9265,3
725.148,5
759.3637,2
1249.1892,6
471.0437,5
989.3576,6
725.3484,5
718.8561,4
776.0316,3
832.8113,5
534.6376,3
1046.3895,6
989.1912,6
989.5245,6
989.0244,6
989.6907,6
989.8571,6
990.0244,6
848.165,7
988.8589,6
848.0222,7
1071.0209,7
847.8796,7
848.3084,7
848.4505,7
990.191,6
990.3574,6
848.5938,7
1187.0273,5
1187.2285,5
610.2599,3
1186.8271,5
988.692,6
848.736,7
847.7356,7
1186.6271,5
1187.629,5
1187.4264,5
990.5237,6
314.6766,2
848.8784,7
1187.8278,5
849.0221,7
712.8488,4
1186.427,5
325.5267,3
575.0849,5
847.5925,7
1188.0282,5
555.9711,3
